Date,Current,Previous,Consensus,TE_Forecast
2023/4,4.9%,5%,5%,4.9%
2023/5,4%,4.9%,4.1%,4.3%
2023/6,3%,4%,3.1%,3.2%
2023/7,3.2%,3%,3.3%,3.1%
2023/8,3.7%,3.2%,3.6%,3.5%
2023/9,3.7%,3.7%,3.6%,3.7%
2023/10,3.2%,3.7%,3.3%,3.3%
2023/11,3.1%,3.2%,3.1%,3.1%
2023/12,3.4%,3.1%,3.2%,3.1%
2024/1,3.1%,3.4%,2.9%,3.1%
2024/2,3.2%,3.1%,3.1%,3.2%
