Date,Current,Previous,Consensus,TE_Forecast
2021/9,1.589M,1.721M,1.68M,1.69M
2021/10,1.65M,1.586M,1.638M,1.661M
2021/11,1.712M,1.653M,1.663M,1.63M
2021/12,1.873M,1.717M,1.701M,1.72M
2022/1,1.899M,1.885M,1.76M,1.79M
2022/2,1.859M,1.895M,1.85M,1.86M
2022/3,1.873M,1.865M,1.825M,1.81M
2022/4,1.819M,1.879M,1.812M,1.82M
2022/5,1.695M,1.823M,1.785M,1.79M
2022/6,1.685M,1.695M,1.65M,1.68M
2022/7,1.674M,1.696M,1.65M,1.67M
2022/8,1.517M,1.685M,1.61M,1.63M
2022/9,1.564M,1.542M,1.53M,1.487M
