Date,Current,Previous,Consensus,TE_Forecast
2023/4,0.4%,0.3%,0.3%,0.3%
2023/5,0.3%,0.4%,0.3%,0.3%
2023/6,0.2%,0.3%,0.2%,0.2%
2023/7,0.2%,0.2%,0.2%,0.2%
2023/8,0.1%,0.2%,0.2%,0.2%
2023/9,0.3%,0.1%,0.3%,0.2%
2023/10,0.2%,0.3%,0.2%,0.3%
2023/11,0.1%,0.1%,0.2%,0.2%
2023/12,0.2%,0.1%,0.2%,0.2%
2024/1,0.4%,0.1%,0.4%,0.3%
2024/2,0.3%,0.5%,0.3%,0.3%

