Unnamed: 0,Open,Close,High,Low,Time,%K,%D,%J,RSI,StochRSI_K,StochRSI_D,MACD_leading,MACD_Lagging,MACD_diff,10MA,20MA,30MA,60MA,120MA,%Trading_Session_Change,%Overnight_Change,%Overall_Change
120,37.66,37.84,37.98,37.6,20050523,97.9785944228438,97.26530988206828,99.40516350439484,88.01169590643283,1.0,1.0,0.4458777105972729,0.17567083255817528,0.2702068780390976,36.714,36.0345,35.80733333333333,36.336499999999994,37.4105,0.4756871035940983,0.0,0.4756871035940983
121,37.75,37.97,37.99,37.7,20050524,97.69369413794347,97.5968501665697,97.88738208069103,86.60130718954258,0.9857329716865356,0.9952443238955121,0.5086288614505108,0.24226243833664238,0.2663664231138684,36.937,36.1805,35.851,36.34883333333334,37.393,0.5794047932578322,-0.237029233605487,0.3423755596523451
122,37.84,37.81,37.88,37.6,20050525,95.1166633256186,96.92965062880195,91.49068871925189,82.55451713395651,0.9305299463601392,0.9720876393488918,0.539232995464296,0.30165654976217315,0.23757644570212288,37.123000000000005,36.316,35.909666666666666,36.35183333333334,37.37366666666666,-0.07934408886538252,-0.3438243850832992,-0.42316847394868173
123,37.98,38.18,38.26,37.98,20050526,95.60600067642319,96.13878604666176,94.54042993594604,83.76811594202907,0.8876032873635401,0.9346220684700718,0.5865811574926099,0.3586414713082605,0.22793968618434934,37.357,36.4875,35.997,36.36133333333333,37.35625,0.5238344683080222,0.44525929806179837,0.9690937663698205
124,38.14,38.21,38.24,38.02,20050527,95.0698828989262,95.26418230032266,94.68128409613325,83.03030303030313,0.8514801839685401,0.8898711392307398,0.6193857726715706,0.41079033158092254,0.20859544109064804,37.555,36.649,36.11266666666667,36.376666666666665,37.344833333333334,0.18319811567652522,-0.10468463752944031,0.0785134781470849
125,38.19,38.08,38.23,37.92,20050531,94.05605801413355,94.91064719649432,92.34687964941202,87.2611464968153,0.8990908983600635,0.8793914565640479,0.6276584965562648,0.454163964575991,0.17349453198027381,37.714999999999996,36.798,36.224000000000004,36.385999999999996,37.330416666666665,-0.2888655462184859,-0.05252100840336956,-0.34138655462185546
126,38.03,38.42,38.67,38.02,20050601,89.63907995530435,92.92167362278803,83.073892620337,87.76758409785936,0.938773959443505,0.8964483472573695,0.6541096791262504,0.4941531074860429,0.1599565716402075,37.887,36.957,36.33866666666666,36.3925,37.316916666666664,1.0150963040083303,-0.13014055179593223,0.8849557522123982
127,38.33,38.65,38.66,38.3,20050602,89.9550475126511,91.21672849402967,87.43168554989398,91.44542772861358,0.9891640911519696,0.9423429829851795,0.6857268771041447,0.5324678614096633,0.15325901569448142,38.033,37.102999999999994,36.46933333333333,36.40866666666667,37.30641666666667,0.8279430789133254,-0.2328589909443814,0.5950840879689441
128,38.63,38.1,38.63,38.02,20050603,76.06900590879219,85.22104445891588,57.76492880854482,76.33802816901417,0.7041158277831369,0.8773512927928705,0.6588089908805088,0.5577360873038324,0.10107290357667642,38.092,37.222,36.55233333333334,36.41766666666667,37.28825,-1.3910761154855673,-0.05249343832019953,-1.443569553805767
129,38.13,38.09,38.19,37.96,20050606,63.6694043236099,76.56448591501773,37.87924114079425,74.32024169184302,0.3740260923629611,0.6891020037660227,0.6294139633163383,0.5720716625063336,0.05734230081000469,38.135000000000005,37.334,36.65266666666666,36.427,37.26858333333334,-0.10501443948542699,0.07876082961407492,-0.02625360987135209
130,38.15,37.79,38.47,37.74,20050607,36.76012461059187,58.832844947664654,-7.385316063553688,66.07669616519172,0.04069275902962776,0.3729448930585753,0.5752792384348311,0.5727131776920331,0.002566060742797971,38.13,37.422000000000004,36.733,36.43766666666667,37.24733333333334,-0.9526329716856297,0.1587721619475924,-0.7938608097380373
131,37.89,37.7,37.95,37.56,20050608,25.388004827257163,41.939177920486316,-7.714341359201143,58.52842809364559,0.0,0.13823961713086305,0.5191306165084697,0.5619966654553205,-0.042866048946850754,38.102999999999994,37.52,36.821333333333335,36.44383333333333,37.22816666666667,-0.5039787798408427,0.26525198938992417,-0.23872679045091857
